formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
19	C17H29N4OP	[M + H3N + H]+	C17H33N5OP+	Alkaloids	0.951	Pseudoalkaloids (transamidation)	0.606	Purine alkaloids	0.079	Benzenoids	0.992	Phenol ethers	0.892	Anisoles	0.685			Anisoles	0.685	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Benzylamines; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	354.243	436	592790803279953293	592789457591970334	825
18	C19H32N2OS	[M + H3N + H]+	C19H36N3OS+	Alkaloids	0.823	Pseudoalkaloids (transamidation)	0.447	Tropane alkaloids	0.420	Lipids and lipid-like molecules	0.501							Lipids and lipid-like molecules	0.501	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Piperidines; Organonitrogen compounds; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Amines; Dialkylthioethers; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	354.254	458	592791098919669198	592789457650690595	826
20	C15H36N3O4P	[M + H]+	C15H37N3O4P+	Fatty acids	0.615	Fatty amides	0.077	Polyamines	0.036	Organic acids and derivatives	0.963	Organic phosphonic acids and derivatives	0.851					Organic phosphonic acids and derivatives	0.851	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	354.254	331	592790197949589264	592789457709410856	827
1	C22H40O2	[M + H3N + H]+	C22H44NO2+	Fatty acids	0.965	Fatty acyls	0.377	Fatty alcohols	0.475	Lipids and lipid-like molecules	0.858	Fatty Acyls	0.871	Fatty alcohols	0.535			Fatty alcohols	0.535	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Fatty alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	354.337	534	592791457377476601	592789457768131117	828
16	C22H34N4	[M + H]+	C22H35N4+	Alkaloids	0.770	Guanidine alkaloids	0.476	Tricyclic guanidine alkaloids	0.514	Organoheterocyclic compounds	0.973	Diazines	0.698	Pyrimidines and pyrimidine derivatives	0.745	Aminopyrimidines and derivatives	0.568	Aminopyrimidines and derivatives	0.568	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	355.284	590	592791813209649167	592789457902348855	831
15	C22H38N4O2	[M - H4O2 + H]+	C22H35N4+	Fatty acids	0.602	Histidine alkaloids	0.208	Imidazole alkaloids	0.207	Lipids and lipid-like molecules	0.645	Fatty Acyls	0.546					Fatty Acyls	0.546	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.284	633	592792102096535932	592789457965263420	832
15	C22H31N3	[M + H3N + H]+	C22H35N4+	Alkaloids	0.900	Pseudoalkaloids (transamidation)	0.295	Tricyclic guanidine alkaloids	0.167	Organoheterocyclic compounds	0.618	Azacyclic compounds	0.714					Azacyclic compounds	0.714	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	355.284	576	592791673199585782	592789458028177985	833
17	C22H34N4	[M + H]+	C22H35N4+	Alkaloids	0.737	Guanidine alkaloids	0.479	Tricyclic guanidine alkaloids	0.498	Organoheterocyclic compounds	0.961	Diazines	0.548	Pyrimidines and pyrimidine derivatives	0.617			Pyrimidines and pyrimidine derivatives	0.617	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Diazines; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	355.284	624	592791945040820801	592789458103675462	834
21	C18H22N6O	[M + H3N + H]+	C18H26N7O+	Alkaloids	0.946	Pseudoalkaloids (transamidation)	0.543	Purine alkaloids	0.440	Benzenoids	0.972	Phenol ethers	0.735					Phenol ethers	0.735	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	356.222	447	592791080758332539	592789458170784331	835
3	C22H42O2	[M + H3N + H]+	C22H46NO2+	Fatty acids	0.970	Fatty acyls	0.699	Fatty alcohols	0.908	Lipids and lipid-like molecules	0.908	Fatty Acyls	0.765	Fatty alcohols	0.733	Long-chain fatty alcohols	0.609	Long-chain fatty alcohols	0.609	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	356.353	565	592791744053964048	592789458284030549	837
18	C24H14N4O	[M - H2O + H]+	C24H13N4+	Alkaloids	0.915	Tryptophan alkaloids	0.282	Carboline alkaloids	0.033	Benzenoids	0.999	Benzene and substituted derivatives	0.903	Anilides	0.597	Aromatic anilides	0.688	Aromatic anilides	0.688	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Benzoic acids and derivatives; Benzamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Aromatic anilides; Chemical entities	357.113	47	592790028910709802	592789458342750810	838
18	C15H31N7O3	[M + H]+	C15H32N7O3+	Amino acids and Peptides	0.402	Small peptides	0.376	Aminoacids	0.073	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Guanidines	0.972			Guanidines	0.972	Organic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Guanidines; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	358.259	632	592792152050697292	592789458397276767	840
20	C15H31N7O3	[M + H]+	C15H32N7O3+	Carbohydrates	0.767	Nucleosides	0.239	Purine nucleosides	0.177	Organoheterocyclic compounds	0.724	Diazines	0.570	Pyrimidines and pyrimidine derivatives	0.578	Aminopyrimidines and derivatives	0.656	Aminopyrimidines and derivatives	0.656	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Tertiary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	358.259	469	592791045672978733	592789458455997028	841
16	C21H37N5O	[M - H2O + H]+	C21H36N5+	Alkaloids	0.568	Pseudoalkaloids (transamidation)	0.165	Imidazole alkaloids	0.060	Organoheterocyclic compounds	0.980	Azoles	0.883					Azoles	0.883	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	358.295	491	592791142204887142	592789458728626793	842
2	C22H44O2	[M + H3N + H]+	C22H48NO2+	Fatty acids	0.968	Fatty acyls	0.709	Fatty alcohols	0.868	Lipids and lipid-like molecules	0.853	Fatty Acyls	0.731	Fatty alcohols	0.653	Long-chain fatty alcohols	0.546	Long-chain fatty alcohols	0.546	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	358.368	599	592791760617270718	592789458854455918	843
1	C22H44O2	[M + H3N + H]+	C22H48NO2+	Fatty acids	0.638	Aromatic polyketides	0.382	Fatty alcohols	0.611	Lipids and lipid-like molecules	0.700	Fatty Acyls	0.490	Fatty alcohols	0.565			Fatty alcohols	0.565	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	358.368	631	592792111210758611	592789458913176179	844
24	C23H38NO3	[M - H2O + H]+	C23H37NO2+	Fatty acids	0.970	Spingolipids	0.429	Sphingoid bases	0.611	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Alcohols and polyols	0.901	Secondary alcohols	0.803	Secondary alcohols	0.803	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	359.280	350	592790556659071246	592789458971896440	845
18	C20H26NO3P	[M + H]+	C20H27NO3P+	Amino acids and Peptides	0.124	Fatty amides	0.139	Cinnamic acid amides	0.021	Benzenoids	0.967	Benzene and substituted derivatives	0.698					Benzene and substituted derivatives	0.698	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.171	374	592790510295233470	592789459085142658	847
23	C21H34NO4P	[M - H4O2 + H]+	C21H31NO2P+	Amino acids and Peptides	0.136	Pseudoalkaloids (transamidation)	0.088	Aminoacids	0.036	Benzenoids	0.977	Benzene and substituted derivatives	0.972					Benzene and substituted derivatives	0.972	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.211	370	592790530545333946	592789459143862919	848
17	C19H31N5O3	[M - H2O + H]+	C19H30N5O2+	Alkaloids	0.483	Nucleosides	0.199	Purine nucleosides	0.103	Organic acids and derivatives	0.767	Carboxylic acids and derivatives	0.864	Amino acids, peptides, and analogues	0.662	Amino acids and derivatives	0.661	Amino acids and derivatives	0.661	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.238	402	592790540250953560	592789459198388876	849
20	C20H28N3O2	[M + H3N + H]+	C20H32N4O2+	Alkaloids	0.757	Pseudoalkaloids (transamidation)	0.122	Quinazoline alkaloids	0.081	Benzenoids	0.723							Benzenoids	0.723	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.253	494	592791263193782326	592789459311635094	851
19	C15H30N6O3	[M + H3N + H]+	C15H34N7O3+	Fatty acids	0.323	Small peptides	0.501	Purine nucleosides	0.166	Lipids and lipid-like molecules	0.728	Fatty Acyls	0.725	Fatty acids and conjugates	0.610			Fatty acids and conjugates	0.610	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Substituted imidazoles; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.274	348	592790470772305482	592789459374549659	852
17	C22H21N3O	[M + H3N + H]+	C22H25N4O+	Alkaloids	0.910	Tryptophan alkaloids	0.596	Terpenoid alkaloids	0.241	Benzenoids	0.905	Benzene and substituted derivatives	0.616					Benzene and substituted derivatives	0.616	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.201	611	592791910634944233	592789459491990181	854
21	C16H26N8O3	[M - H2O + H]+	C16H25N8O2+	Amino acids and Peptides	0.774	Small peptides	0.785	Dipeptides	0.472	Organic acids and derivatives	0.973	Carboxylic acids and derivatives	0.944	Amino acids, peptides, and analogues	0.839	Amino acids and derivatives	0.833	Alpha amino acids and derivatives	0.685	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.212	331	592790201212758272	592789459554904746	855
16	C17H32N2O4S	[M + H]+	C17H33N2O4S+	Fatty acids	0.937	Fatty amides	0.355	Nitro fatty acids	0.215	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.756	Amino acids and derivatives	0.752	Alpha amino acids and derivatives	0.749	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.212	387	592790479269966431	592789459613625007	856
17	C17H25N7O	[M + H3N + H]+	C17H29N8O+	Alkaloids	0.669	Pseudoalkaloids (transamidation)	0.388	Purine alkaloids	0.292	Lipids and lipid-like molecules	0.465	Prenol lipids	0.554					Prenol lipids	0.554	Organic compounds; Organoheterocyclic compounds; Tetrazoles; Prenol lipids; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.245	610	592791823846404412	592789459672345268	857
