Site,xcoord,ycoord,Hab_Status,Shape_Area
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,21600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,16200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,33300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,8100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,14400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Bare < 5% plant cover,44100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,3600
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,190800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,14400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,49500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,15300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,21600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,15300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,8100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,10800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,30600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Bare < 5% plant cover,61200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
