formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C21H38O4	[M + Na]+	C21H38NaO4+	Fatty acids	1.000	Glycerolipids	0.993	Monoacylglycerols	0.996	Lipids and lipid-like molecules	0.999	Glycerolipids	0.988	Monoradylglycerols	0.994	Monoacylglycerols	0.991	1-monoacylglycerols	0.843	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; 2-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	377.269	553	592791485894550147	592789464533544004	941
1	C18H21NO9	[M - H2O + H]+	C18H20NO8+	Alkaloids	0.372	Tyrosine alkaloids	0.334	Phenylethylamines	0.134	Benzenoids	0.968	Benzene and substituted derivatives	0.889	Benzoic acids and derivatives	0.748	Methoxybenzoic acids and derivatives	0.538	Methoxybenzoic acids and derivatives	0.538	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Hydroxybenzoic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Methoxybenzoic acids and derivatives; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	378.119	166	592790085986823812	592789464655178830	943
1	C18H21NO9	[M - H2O + H]+	C18H20NO8+	Amino acids and Peptides	0.568	Tyrosine alkaloids	0.186	Phenylethylamines	0.092	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.976	Amino acids, peptides, and analogues	0.738	Amino acids and derivatives	0.739	N-acyl-alpha amino acids and derivatives	0.563	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	378.118	176	592790076029540647	592789464713899091	944
1	C15H17N7O4	[M + Na]+	C15H17N7NaO4+	Alkaloids	0.866	Pseudoalkaloids (transamidation)	0.057	Purine alkaloids	0.314	Benzenoids	0.774							Benzenoids	0.774	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Diazines; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	382.123	619	592791954159237872	592789465653423262	961
1	C20H33NO5S	[M - H2O + H]+	C20H32NO4S+	Amino acids and Peptides	0.825	Macrolides	0.431	Epothilones	0.171	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.950	Carboxylic acid derivatives	0.885	Carboxylic acid esters	0.780	Carboxylic acid esters	0.780	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	382.205	445	592790886817907093	592789465712143523	962
1	C27H31NO3	[M - H4O2 + H]+	C27H28NO+	Terpenoids	0.233	Diterpenoids	0.080	Open-chain polyketides	0.030	Benzenoids	0.989	Benzene and substituted derivatives	0.864	Benzoic acids and derivatives	0.643	Benzoic acids	0.650	Benzoic acids	0.650	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	382.217	492	592791146436939986	592789465770863784	963
1	C28H50O2	[M - H4O2 + H]+	C28H47+	Terpenoids	0.996	Steroids	0.995	Cholestane steroids	0.883	Lipids and lipid-like molecules	0.997	Steroids and steroid derivatives	0.995	Cholestane steroids	0.602	Cholesterols and derivatives	0.610	Cholesterols and derivatives	0.610	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Cholesterols and derivatives; Secondary alcohols; 3-hydroxy delta-5-steroids; Delta-5-steroids; 3-hydroxysteroids; Cholestane steroids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	383.367	640	592792217632835503	592789465947024567	966
1	C28H50O2	[M - H4O2 + H]+	C28H47+	Terpenoids	0.996	Steroids	0.995	Cholestane steroids	0.869	Lipids and lipid-like molecules	0.997	Steroids and steroid derivatives	0.995	Cholestane steroids	0.596	Cholesterols and derivatives	0.602	Cholesterols and derivatives	0.602	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Cholesterols and derivatives; Secondary alcohols; 3-hydroxy delta-5-steroids; Delta-5-steroids; 3-hydroxysteroids; Cholestane steroids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	383.367	676	592792638359279403	592789466001550524	967
1	C21H36O5	[M + H3N + H]+	C21H40NO5+	Fatty acids	0.973	Fatty acyls	0.646	Fatty alcohols	0.821	Lipids and lipid-like molecules	0.916	Fatty Acyls	0.945	Fatty alcohols	0.829	Long-chain fatty alcohols	0.608	Long-chain fatty alcohols	0.608	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	386.290	632	592792151383802892	592789466467118308	975
1	C24H48O2	[M + H3N + H]+	C24H52NO2+	Fatty acids	0.986	Glycerolipids	0.718	Fatty alcohols	0.454	Lipids and lipid-like molecules	0.949	Glycerolipids	0.568					Glycerolipids	0.568	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Secondary alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	386.400	659	592792242240817442	592789466525838569	976
1	C23H49NO3	[M + H]+	C23H50NO3+	Fatty acids	0.997	Spingolipids	0.871	Sphingoid bases	0.971	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.947	Alkanolamines	0.965	1,2-aminoalcohols	0.941	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	388.379	614	592791899876554353	592789466697805048	979
1	C27H53NO2	[M - H4O2 + H]+	C27H50N+	Fatty acids	0.735	Pseudoalkaloids (transamidation)	0.639	Phenylalanine-derived alkaloids	0.492	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.863	Aralkylamines	0.765	Aralkylamines	0.765	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Benzene and substituted derivatives; Benzenoids; Amines; Alkanolamines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	388.394	637	592792144895214573	592789466756525309	980
1	C26H34N2O2	[M - H2O + H]+	C26H33N2O+	Alkaloids	0.799	Tryptophan alkaloids	0.940	Simple indole alkaloids	0.575	Organoheterocyclic compounds	0.995	Indoles and derivatives	0.988	Indoles	0.988	3-alkylindoles	0.962	3-alkylindoles	0.962	Organic compounds; Organoheterocyclic compounds; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	389.259	507	592791150094373359	592789467083681031	982
1	C19H23NO9	[M - H2O + H]+	C19H22NO8+	Amino acids and Peptides	0.258	Tyrosine alkaloids	0.563	Phenylethylamines	0.328	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.861	Amino acids and derivatives	0.862	Alpha amino acids and derivatives	0.799	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	392.134	194	592790080756523999	592789467888987454	995
1	C16H16N4O5S	[M + H3N + H]+	C16H20N5O5S+	Alkaloids	0.576	Guanidine alkaloids	0.121	Cyclamides	0.091	Organic acids and derivatives	0.964	Carboxylic acids and derivatives	0.914	Carboxylic acid derivatives	0.813	Carboxylic acid esters	0.730	Methyl esters	0.937	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	394.119	605	592791794217840489	592789468509744501	1006
1	C22H34O5	[M + H3N + H]+	C22H38NO5+	Fatty acids	0.354	Eicosanoids	0.156	3-Spirotetramic acids	0.147	Lipids and lipid-like molecules	0.933	Fatty Acyls	0.848	Fatty acid esters	0.751	Fatty acid methyl esters	0.749	Fatty acid methyl esters	0.749	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	396.275	592	592791868788372673	592789468681710980	1009
1	C16H19N3O8	[M + H3N + H]+	C16H23N4O8+	Amino acids and Peptides	0.532	Nicotinic acid alkaloids	0.454	Pyridine alkaloids	0.454	Benzenoids	0.871	Benzene and substituted derivatives	0.907	Benzoic acids and derivatives	0.557			Benzoic acids and derivatives	0.557	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	399.149	664	592792597091522068	592789469239553462	1019
1	C14H12N3O8S	[M + H3N + H]+	C14H16N4O8S+	Alkaloids	0.418	Histidine alkaloids	0.117	Tricyclic guanidine alkaloids	0.406	Benzenoids	0.863	Benzene and substituted derivatives	0.700					Benzene and substituted derivatives	0.700	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Benzene and substituted derivatives; Benzenoids; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	400.070	165	592790092622214322	592789469356993984	1021
1	C22H38O5	[M + H3N + H]+	C22H42NO5+	Fatty acids	0.977	Eicosanoids	0.500	Prostaglandins	0.426	Lipids and lipid-like molecules	0.979	Fatty Acyls	0.968	Eicosanoids	0.516			Eicosanoids	0.516	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Eicosanoids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	400.306	610	592791830997693021	592789469537349071	1024
1	C23H47NO5	[M - H2O + H]+	C23H46NO4+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.995	Fatty Acyls	0.995	Fatty acid esters	0.987	Acyl carnitines	0.988	Acyl carnitines	0.988	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	400.342	574	592791593352619653	592789469591875028	1025
1	C25H50O2	[M + H3N + H]+	C25H54NO2+	Fatty acids	0.989	Glycerolipids	0.968	Monoacylglycerols	0.807	Lipids and lipid-like molecules	0.943	Glycerolipids	0.898	Glycerol ethers	0.815			Glycerol ethers	0.815	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Glycerol ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	400.415	660	592792490480701949	592789469650595289	1026
1	C21H36O6	[M + H3N + H]+	C21H40NO6+	Polyketides	0.656	Cyclic polyketides	0.161	Open-chain polyketides	0.074	Lipids and lipid-like molecules	0.837	Fatty Acyls	0.862	Fatty acid esters	0.829			Fatty acid esters	0.829	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	402.285	478	592791023187314610	592789469822561768	1029
1	C23H49NO5	[M - H2O + H]+	C23H48NO4+	Fatty acids	1.000	Spingolipids	0.995	Sphingoid bases	0.988	Lipids and lipid-like molecules	0.902	Fatty Acyls	0.833	Fatty amides	0.513	N-acyl amines	0.547	N-acyl amines	0.547	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Monoalkylamines; N-acyl amines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	402.358	567	592791574608274795	592789469885476333	1030
